hotel_id,hotel_name,n_comment,n_star,url,Price
309,Ibis London Docklands Canary Wharf,1033,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d192055-Reviews-Ibis_London_Docklands_Canary_Wharf-London_England.html,£108
310,Holiday Inn London - Kensington High Street,1807,3.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d195280-Reviews-Holiday_Inn_London_Kensington_High_Street-London_England.html,£117
311,Citadines Barbican London,331,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d195385-Reviews-Citadines_Barbican_London-London_England.html,£141
312,Clayton Hotel Chiswick,1080,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d612797-Reviews-Clayton_Hotel_Chiswick-London_England.html,£111
313,Thistle Kensington Gardens,2717,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d195301-Reviews-Thistle_Kensington_Gardens-London_England.html,£122
314,Leman Locke,776,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d10763222-Reviews-Leman_Locke-London_England.html,£90
315,Crowne Plaza Hotel London Ealing,1226,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d195199-Reviews-Crowne_Plaza_Hotel_London_Ealing-London_England.html,£128
316,Travelodge London Excel,1308,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d3291169-Reviews-Travelodge_London_Excel-London_England.html,£68
317,Travelodge London Wembley High Road,949,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d7248301-Reviews-Travelodge_London_Wembley_High_Road-London_England.html,£53
318,Citadines Holborn-Covent Garden London,1666,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d192043-Reviews-Citadines_Holborn_Covent_Garden_London-London_England.html,£161
319,Ibis Styles London Southwark,2422,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d313127-Reviews-Ibis_Styles_London_Southwark-London_England.html,£129
320,Marlin Waterloo,1014,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d12475989-Reviews-Marlin_Waterloo-London_England.html,£133
